customer_id,purchase_amount,purchase_date,channel,product_category,transaction_type,customer_tier
89,141.25,5/27/2024,In-store,Electronics,Full Price,Silver
355,11.72,1/21/2024,In-store,Home,Full Price,Silver
628,182.22,10/8/2023,Online,Books,Full Price,Silver
352,81.08,6/24/2024,Online,Books,Discount,Bronze
689,117.11,3/13/2024,In-store,Groceries,Discount,Bronze
14,355.44,4/17/2024,In-store,Apparel,Discount,Bronze
257,8.74,3/2/2024,Online,Apparel,Discount,Silver
209,231.49,8/15/2023,Online,Groceries,Full Price,Silver
281,13.48,9/10/2023,Online,Home,Return,Bronze
443,49.92,6/24/2024,In-store,Electronics,Full Price,Bronze
840,190.68,4/26/2024,Online,Groceries,Discount,Bronze
837,236.72,4/15/2024,Online,Books,Full Price,Gold
389,70.6,4/4/2024,Online,Apparel,Full Price,Bronze
617,90.17,3/3/2024,In-store,Apparel,Discount,Silver
483,123.15,5/19/2024,Online,Apparel,Discount,Gold
147,178.83,6/5/2024,In-store,Home,Full Price,Gold
279,12.96,9/1/2023,In-store,Books,Discount,Silver
521,166.11,11/23/2023,In-store,Home,Full Price,Bronze
630,65.64,10/14/2023,In-store,Electronics,Full Price,Gold
606,59.9,9/23/2023,Online,Groceries,Discount,Gold
434,55.15,11/20/2023,In-store,Groceries,Full Price,Gold
144,71.17,11/21/2023,In-store,Apparel,Discount,Bronze
289,290.13,11/16/2023,In-store,Apparel,Full Price,Bronze
386,79.45,11/5/2023,Online,Electronics,Full Price,Silver
14,306.14,6/28/2024,Online,Home,Full Price,Platinum
257,19.88,9/10/2023,Online,Books,Full Price,Gold
346,128.78,9/11/2023,Online,Electronics,Full Price,Gold
698,167.26,12/7/2023,In-store,Groceries,Discount,Silver
345,113.67,2/4/2024,In-store,Groceries,Return,Bronze
400,93.37,4/19/2024,In-store,Home,Discount,Silver
207,83.2,7/3/2024,Online,Electronics,Discount,Gold
858,197.28,12/18/2023,Online,Books,Full Price,Silver
943,172.4,12/13/2023,Online,Electronics,Full Price,Platinum
172,13.04,10/2/2023,In-store,Electronics,Full Price,Bronze
464,188.77,8/17/2023,In-store,Home,Full Price,Bronze
270,53.46,9/1/2023,In-store,Books,Discount,Platinum
221,29.26,4/6/2024,Online,Groceries,Full Price,Bronze
152,203.84,1/7/2024,Online,Apparel,Full Price,Silver
623,56.57,1/29/2024,In-store,Books,Full Price,Gold
183,165.22,3/16/2024,Online,Groceries,Full Price,Bronze
399,30.57,9/13/2023,In-store,Home,Full Price,Gold
851,0.39,2/19/2024,In-store,Books,Discount,Bronze
72,68.41,5/18/2024,Online,Books,Full Price,Gold
418,10.56,12/12/2023,In-store,Groceries,Discount,Bronze
898,140.4,10/22/2023,In-store,Groceries,Full Price,Silver
283,32.31,11/20/2023,In-store,Electronics,Discount,Silver
74,58.63,7/23/2024,In-store,Electronics,Discount,Silver
355,9.11,1/11/2024,In-store,Books,Discount,Silver
727,33.78,10/1/2023,Online,Apparel,Full Price,Platinum
497,152.09,5/2/2024,In-store,Home,Full Price,Gold
328,16.44,9/4/2023,Online,Groceries,Return,Platinum
988,104.17,3/4/2024,In-store,Electronics,Full Price,Silver
535,249.41,8/7/2023,Online,Home,Full Price,Silver
580,113.89,2/7/2024,Online,Books,Full Price,Bronze
910,166.61,6/29/2024,Online,Groceries,Discount,Platinum
447,11.54,1/30/2024,In-store,Groceries,Full Price,Bronze
373,28.87,2/26/2024,Online,Electronics,Discount,Bronze
362,224.94,6/9/2024,In-store,Apparel,Full Price,Bronze
93,125.56,10/10/2023,In-store,Groceries,Full Price,Bronze
321,102.04,1/12/2024,Online,Apparel,Full Price,Platinum
324,109,11/1/2023,Online,Home,Full Price,Bronze
384,53.48,2/8/2024,In-store,Groceries,Full Price,Platinum
575,4.56,12/1/2023,In-store,Groceries,Full Price,Silver
736,153.45,11/6/2023,In-store,Apparel,Full Price,Gold
737,113.54,5/19/2024,Online,Electronics,Discount,Silver
881,64.02,4/27/2024,In-store,Books,Full Price,Bronze
346,230.02,8/6/2023,In-store,Home,Full Price,Silver
849,40.97,2/10/2024,In-store,Groceries,Full Price,Silver
103,34.86,2/28/2024,In-store,Electronics,Full Price,Bronze
215,206.2,1/31/2024,In-store,Groceries,Full Price,Bronze
192,159.45,9/13/2023,In-store,Home,Full Price,Bronze
672,72.36,10/17/2023,In-store,Books,Discount,Bronze
884,14.01,11/17/2023,In-store,Groceries,Full Price,Silver
719,24.22,5/18/2024,In-store,Apparel,Discount,Bronze
781,106.78,2/9/2024,In-store,Electronics,Full Price,Gold
194,48.62,9/6/2023,In-store,Books,Discount,Platinum
380,181.08,12/14/2023,In-store,Groceries,Full Price,Bronze
403,299.48,11/28/2023,Online,Books,Full Price,Silver
664,163.8,2/22/2024,In-store,Apparel,Discount,Bronze
749,47.41,1/28/2024,In-store,Groceries,Full Price,Bronze
600,155.44,3/11/2024,In-store,Books,Full Price,Gold
11,43.3,10/24/2023,In-store,Groceries,Full Price,Bronze
187,18.28,3/26/2024,In-store,Groceries,Discount,Bronze
726,3.4,2/17/2024,Online,Books,Discount,Bronze
15,48.73,7/5/2024,In-store,Groceries,Discount,Gold
778,233.88,11/29/2023,Online,Apparel,Return,Silver
297,27.31,3/19/2024,In-store,Books,Full Price,Platinum
411,23.13,1/12/2024,Online,Books,Full Price,Platinum
956,350.06,7/11/2024,Online,Apparel,Discount,Bronze
585,2.53,5/14/2024,In-store,Apparel,Return,Bronze
52,154.08,2/25/2024,Online,Apparel,Full Price,Bronze
640,38.77,4/29/2024,Online,Groceries,Return,Silver
28,3.82,7/24/2024,In-store,Groceries,Full Price,Silver
577,249.86,8/28/2023,Online,Home,Discount,Bronze
17,15.04,11/16/2023,Online,Groceries,Discount,Bronze
351,80.25,6/7/2024,Online,Apparel,Discount,Bronze
428,32.03,6/26/2024,In-store,Home,Full Price,Gold
650,6.74,7/26/2024,In-store,Apparel,Full Price,Platinum
831,5.12,6/20/2024,In-store,Electronics,Full Price,Bronze
229,12.28,6/12/2024,In-store,Books,Full Price,Bronze
766,7.4,4/11/2024,Online,Electronics,Discount,Bronze
989,142.94,3/8/2024,In-store,Apparel,Return,Gold
210,66.47,12/15/2023,Online,Groceries,Full Price,Platinum
431,41.99,1/3/2024,In-store,Books,Full Price,Bronze
294,54.19,9/30/2023,In-store,Groceries,Full Price,Bronze
743,264.43,7/2/2024,Online,Groceries,Full Price,Bronze
753,241.63,10/11/2023,Online,Books,Discount,Silver
582,125.76,4/7/2024,In-store,Books,Discount,Silver
104,216.01,12/19/2023,In-store,Electronics,Return,Silver
204,38.51,6/3/2024,In-store,Apparel,Full Price,Platinum
53,47.98,5/17/2024,In-store,Groceries,Full Price,Bronze
974,95.12,12/29/2023,In-store,Apparel,Full Price,Gold
940,97.72,3/22/2024,Online,Apparel,Full Price,Bronze
375,65.72,10/2/2023,In-store,Home,Return,Bronze
842,51.19,5/12/2024,Online,Electronics,Full Price,Gold
54,428.17,10/1/2023,In-store,Groceries,Full Price,Platinum
276,172.11,5/26/2024,In-store,Books,Discount,Gold
335,57.09,12/15/2023,Online,Books,Discount,Gold
31,129.94,9/3/2023,In-store,Apparel,Full Price,Gold
135,31.41,10/29/2023,Online,Electronics,Discount,Bronze
58,10.55,8/6/2023,Online,Electronics,Full Price,Gold
105,43.45,5/21/2024,In-store,Groceries,Return,Gold
266,51.58,1/5/2024,Online,Groceries,Full Price,Silver
522,1.67,11/3/2023,In-store,Apparel,Full Price,Silver
496,168.63,3/10/2024,In-store,Apparel,Full Price,Gold
253,44.5,11/24/2023,In-store,Apparel,Full Price,Gold
295,86.85,10/22/2023,In-store,Home,Full Price,Bronze
668,7.68,2/4/2024,In-store,Electronics,Discount,Gold
158,19.24,5/13/2024,In-store,Apparel,Full Price,Gold
549,220.45,6/5/2024,In-store,Electronics,Discount,Bronze
631,93.82,9/28/2023,Online,Books,Full Price,Gold
67,300.14,2/9/2024,In-store,Books,Full Price,Bronze
754,668.46,12/7/2023,Online,Electronics,Return,Bronze
299,46.5,2/17/2024,In-store,Books,Discount,Silver
463,35.5,5/9/2024,In-store,Books,Full Price,Platinum
725,195.44,6/14/2024,Online,Books,Full Price,Bronze
820,657.95,3/27/2024,Online,Groceries,Discount,Gold
101,99.33,2/14/2024,Online,Groceries,Full Price,Silver
56,158.54,8/13/2023,Online,Electronics,Full Price,Gold
332,152.21,8/18/2023,In-store,Electronics,Full Price,Gold
836,43.9,5/26/2024,In-store,Home,Full Price,Gold
751,85.4,9/6/2023,Online,Groceries,Full Price,Gold
393,179.01,8/27/2023,In-store,Electronics,Discount,Gold
743,116.51,1/20/2024,Online,Groceries,Full Price,Bronze
874,2.14,2/28/2024,Online,Home,Full Price,Bronze
381,41.05,2/23/2024,Online,Electronics,Discount,Bronze
92,15.6,1/30/2024,Online,Electronics,Discount,Gold
791,26.52,11/9/2023,Online,Electronics,Full Price,Bronze
447,235.9,2/15/2024,In-store,Electronics,Discount,Bronze
109,3.76,3/9/2024,Online,Apparel,Discount,Gold
317,24.82,1/28/2024,Online,Groceries,Full Price,Gold
168,37.04,8/14/2023,In-store,Groceries,Full Price,Gold
812,95.94,11/13/2023,Online,Groceries,Discount,Bronze
982,76.38,11/1/2023,Online,Home,Full Price,Bronze
920,24.62,9/8/2023,In-store,Apparel,Full Price,Bronze
435,17.94,8/22/2023,In-store,Groceries,Discount,Bronze
442,27.02,12/22/2023,In-store,Groceries,Full Price,Bronze
218,69.82,6/20/2024,In-store,Electronics,Discount,Bronze
222,31.63,7/28/2024,In-store,Electronics,Full Price,Bronze
673,294.89,10/30/2023,Online,Electronics,Full Price,Silver
528,62.34,10/22/2023,Online,Groceries,Full Price,Bronze
278,6.06,1/21/2024,Online,Electronics,Full Price,Bronze
569,130.66,4/19/2024,In-store,Groceries,Discount,Gold
574,39.88,11/28/2023,In-store,Home,Discount,Gold
875,105.98,10/6/2023,In-store,Home,Full Price,Gold
466,32.79,7/9/2024,In-store,Books,Return,Silver
839,84.57,10/3/2023,In-store,Apparel,Full Price,Platinum
754,147.91,7/19/2024,In-store,Electronics,Full Price,Platinum
602,263.12,3/10/2024,Online,Electronics,Full Price,Silver
584,30.26,12/27/2023,In-store,Apparel,Full Price,Silver
838,40.78,1/31/2024,Online,Apparel,Discount,Bronze
30,62.41,8/16/2023,Online,Books,Full Price,Gold
359,261.97,12/3/2023,Online,Apparel,Full Price,Silver
919,231.66,1/21/2024,In-store,Groceries,Full Price,Platinum
288,9.42,11/3/2023,In-store,Electronics,Discount,Silver
86,14.15,2/18/2024,In-store,Apparel,Discount,Platinum
234,68.42,2/3/2024,In-store,Groceries,Discount,Gold
747,11.27,4/6/2024,In-store,Apparel,Full Price,Platinum
313,42.4,11/9/2023,Online,Groceries,Full Price,Bronze
365,16.06,6/24/2024,Online,Home,Full Price,Bronze
777,101.07,6/18/2024,In-store,Groceries,Full Price,Gold
799,298.57,8/16/2023,Online,Books,Discount,Gold
839,572.41,5/19/2024,Online,Groceries,Full Price,Bronze
905,47.04,12/19/2023,In-store,Apparel,Full Price,Gold
269,91.38,9/29/2023,Online,Home,Full Price,Silver
698,193.98,9/28/2023,Online,Home,Full Price,Bronze
131,12.5,8/19/2023,In-store,Groceries,Full Price,Silver
803,116.98,9/21/2023,Online,Apparel,Full Price,Platinum
993,52.57,7/19/2024,In-store,Home,Full Price,Silver
789,23.09,7/20/2024,In-store,Groceries,Return,Gold
832,51.54,6/12/2024,In-store,Groceries,Full Price,Bronze
351,7.9,9/23/2023,Online,Groceries,Discount,Gold
180,118.88,11/26/2023,Online,Home,Discount,Platinum
802,29.13,4/4/2024,Online,Electronics,Discount,Silver
480,37.31,6/5/2024,In-store,Apparel,Full Price,Bronze
889,12.91,2/1/2024,Online,Books,Full Price,Silver
163,200,11/11/2023,Online,Books,Discount,Platinum
783,68.01,4/17/2024,In-store,Apparel,Full Price,Bronze
888,84.9,1/23/2024,In-store,Electronics,Full Price,Silver
96,84.27,3/17/2024,In-store,Apparel,Full Price,Bronze
774,52.85,1/26/2024,Online,Groceries,Discount,Silver
510,21.38,4/3/2024,In-store,Apparel,Return,Silver
365,136.7,12/3/2023,Online,Apparel,Full Price,Platinum
981,13.59,9/17/2023,In-store,Home,Full Price,Silver
353,10.97,5/21/2024,In-store,Books,Discount,Silver
800,123.84,12/2/2023,In-store,Books,Full Price,Gold
436,23.43,3/23/2024,In-store,Groceries,Full Price,Bronze
83,36.64,11/6/2023,Online,Groceries,Full Price,Silver
225,64.48,6/10/2024,Online,Home,Discount,Gold
412,59.67,5/31/2024,Online,Groceries,Full Price,Bronze
735,123.3,4/4/2024,In-store,Electronics,Full Price,Bronze
981,97.67,11/11/2023,Online,Home,Full Price,Silver
118,103.39,12/6/2023,In-store,Home,Discount,Bronze
482,125.2,8/16/2023,In-store,Apparel,Return,Bronze
192,34.62,11/20/2023,Online,Apparel,Full Price,Platinum
591,38.91,2/10/2024,In-store,Electronics,Return,Silver
590,57.62,9/27/2023,In-store,Home,Full Price,Gold
659,36.74,12/8/2023,Online,Home,Full Price,Bronze
107,419.56,9/17/2023,Online,Apparel,Return,Platinum
382,168.23,4/28/2024,In-store,Books,Full Price,Gold
783,17.99,8/30/2023,Online,Books,Full Price,Gold
390,0.56,6/5/2024,In-store,Apparel,Full Price,Bronze
244,4.37,5/26/2024,Online,Groceries,Discount,Silver
585,27.98,6/16/2024,In-store,Home,Discount,Silver
869,12.14,4/29/2024,In-store,Electronics,Discount,Gold
468,76.22,3/16/2024,In-store,Books,Full Price,Gold
866,195.19,4/30/2024,Online,Groceries,Discount,Bronze
934,133.47,12/13/2023,Online,Home,Full Price,Platinum
538,24.28,6/13/2024,In-store,Groceries,Discount,Platinum
210,50.97,7/9/2024,Online,Home,Discount,Silver
604,70.91,5/31/2024,Online,Home,Full Price,Bronze
637,166.18,11/8/2023,Online,Apparel,Full Price,Gold
947,182.71,9/7/2023,In-store,Apparel,Full Price,Silver
73,240.48,4/5/2024,Online,Electronics,Discount,Gold
992,71.18,5/5/2024,Online,Electronics,Full Price,Gold
635,118.51,5/4/2024,Online,Groceries,Full Price,Bronze
309,11.86,6/7/2024,In-store,Apparel,Full Price,Silver
696,83.31,3/1/2024,In-store,Home,Full Price,Silver
699,28.59,12/6/2023,In-store,Apparel,Discount,Platinum
710,56.51,11/10/2023,Online,Home,Full Price,Bronze
590,100.53,11/7/2023,In-store,Apparel,Full Price,Bronze
860,29.7,4/10/2024,Online,Home,Discount,Gold
186,5.36,2/17/2024,Online,Groceries,Discount,Bronze
856,1.03,2/27/2024,In-store,Apparel,Full Price,Silver
253,2.24,7/24/2024,Online,Books,Full Price,Bronze
13,0.84,1/12/2024,In-store,Books,Return,Silver
299,11.69,12/28/2023,Online,Home,Full Price,Silver
76,27.38,10/14/2023,Online,Groceries,Return,Silver
51,25,6/12/2024,Online,Home,Full Price,Platinum
787,432.73,4/16/2024,Online,Groceries,Full Price,Bronze
149,36.53,7/23/2024,Online,Electronics,Full Price,Bronze
731,13.63,12/12/2023,In-store,Apparel,Full Price,Silver
122,78.87,1/26/2024,In-store,Groceries,Discount,Silver
211,195.16,9/13/2023,In-store,Home,Return,Silver
280,113.34,9/27/2023,In-store,Electronics,Return,Bronze
538,35.11,8/29/2023,Online,Home,Discount,Platinum
685,82.47,4/13/2024,Online,Books,Discount,Silver
156,125.48,3/9/2024,In-store,Books,Discount,Bronze
238,130.23,12/17/2023,In-store,Apparel,Discount,Silver
376,109.82,9/27/2023,Online,Apparel,Full Price,Bronze
82,204.65,4/9/2024,In-store,Electronics,Full Price,Bronze
492,204.1,5/30/2024,Online,Books,Discount,Bronze
356,86.5,10/31/2023,Online,Groceries,Discount,Bronze
925,56.19,3/30/2024,In-store,Books,Discount,Bronze
273,102.6,5/7/2024,Online,Apparel,Discount,Silver
580,170.49,5/23/2024,Online,Home,Full Price,Silver
44,0.57,6/15/2024,In-store,Electronics,Discount,Silver
573,482.79,1/15/2024,In-store,Books,Return,Bronze
123,20.2,8/3/2023,Online,Groceries,Full Price,Platinum
349,63.53,1/13/2024,In-store,Groceries,Return,Gold
708,205.6,10/30/2023,Online,Groceries,Full Price,Platinum
330,25.49,6/25/2024,In-store,Electronics,Discount,Bronze
409,64.78,1/11/2024,Online,Groceries,Discount,Silver
991,14.22,3/24/2024,Online,Groceries,Full Price,Bronze
323,50.27,10/14/2023,Online,Books,Full Price,Gold
111,19.5,5/29/2024,Online,Electronics,Full Price,Bronze
770,45.2,11/12/2023,Online,Home,Full Price,Bronze
89,46.75,4/3/2024,Online,Home,Full Price,Silver
433,498.65,10/28/2023,Online,Groceries,Full Price,Silver
710,526.16,1/12/2024,Online,Apparel,Return,Silver
794,12.19,6/16/2024,Online,Electronics,Full Price,Bronze
712,129.45,2/15/2024,In-store,Apparel,Full Price,Silver
99,5.31,4/13/2024,Online,Electronics,Return,Platinum
539,3.07,6/16/2024,In-store,Electronics,Return,Gold
601,11.13,1/2/2024,In-store,Books,Discount,Silver
146,336.64,7/4/2024,In-store,Groceries,Full Price,Silver
694,282.79,5/6/2024,Online,Books,Full Price,Bronze
257,21.56,10/15/2023,Online,Apparel,Full Price,Bronze
189,17.63,2/26/2024,In-store,Apparel,Full Price,Bronze
240,27.51,11/10/2023,Online,Home,Discount,Silver
871,72.47,11/10/2023,Online,Books,Full Price,Gold
899,84.33,7/10/2024,Online,Books,Discount,Silver
503,25.05,11/19/2023,Online,Books,Full Price,Bronze
708,141.31,1/23/2024,Online,Home,Full Price,Silver
809,37.04,12/13/2023,Online,Books,Full Price,Bronze
677,255.27,1/28/2024,In-store,Books,Discount,Gold
819,106.92,9/10/2023,In-store,Books,Full Price,Bronze
271,57.33,1/31/2024,In-store,Books,Full Price,Silver
520,156.02,1/12/2024,In-store,Apparel,Full Price,Silver
550,170.33,5/28/2024,In-store,Groceries,Full Price,Bronze
114,34.32,6/19/2024,Online,Apparel,Discount,Bronze
339,41.51,12/24/2023,Online,Books,Full Price,Silver
568,274.82,7/15/2024,Online,Electronics,Full Price,Bronze
943,18,9/12/2023,In-store,Electronics,Discount,Silver
986,4.31,10/21/2023,In-store,Home,Full Price,Gold
359,60.52,1/31/2024,Online,Apparel,Full Price,Bronze
650,161.55,6/18/2024,In-store,Home,Full Price,Silver
614,147.7,1/26/2024,Online,Home,Full Price,Platinum
334,251.99,11/12/2023,Online,Electronics,Full Price,Silver
689,76.19,2/9/2024,Online,Apparel,Discount,Platinum
169,10.54,6/8/2024,In-store,Groceries,Discount,Bronze
339,88.84,12/25/2023,In-store,Apparel,Full Price,Gold
798,150.69,6/16/2024,Online,Home,Discount,Silver
261,9.8,11/15/2023,Online,Books,Full Price,Gold
887,18.95,1/19/2024,In-store,Home,Full Price,Bronze
735,1.24,8/20/2023,In-store,Apparel,Discount,Bronze
199,90.05,6/1/2024,In-store,Electronics,Full Price,Bronze
211,217.8,2/17/2024,In-store,Apparel,Full Price,Platinum
287,111.07,2/23/2024,Online,Groceries,Discount,Silver
692,401.96,3/3/2024,Online,Books,Full Price,Platinum
762,6.51,4/12/2024,In-store,Books,Full Price,Bronze
743,233.31,6/25/2024,In-store,Home,Discount,Bronze
472,168.24,7/29/2024,In-store,Apparel,Discount,Bronze
482,37.72,7/19/2024,In-store,Electronics,Discount,Silver
23,363.16,2/21/2024,Online,Groceries,Full Price,Gold
560,33.96,8/23/2023,In-store,Home,Full Price,Bronze
109,220.1,9/4/2023,In-store,Apparel,Full Price,Platinum
296,212.65,11/11/2023,Online,Electronics,Full Price,Bronze
6,141.74,5/10/2024,In-store,Apparel,Full Price,Silver
550,82.89,11/10/2023,Online,Electronics,Discount,Gold
681,12.78,9/2/2023,Online,Apparel,Full Price,Bronze
868,75.92,12/26/2023,Online,Apparel,Full Price,Bronze
795,44.13,3/8/2024,In-store,Home,Full Price,Bronze
203,157.13,10/8/2023,Online,Apparel,Return,Bronze
325,141.94,10/9/2023,In-store,Apparel,Discount,Platinum
825,241.48,2/22/2024,In-store,Home,Return,Platinum
785,1.49,12/16/2023,Online,Home,Full Price,Gold
244,165.6,12/11/2023,Online,Books,Full Price,Gold
327,278.81,5/4/2024,Online,Books,Full Price,Bronze
987,155.73,9/3/2023,In-store,Home,Discount,Bronze
47,13.95,9/26/2023,In-store,Groceries,Full Price,Gold
761,8.48,12/30/2023,Online,Electronics,Full Price,Silver
591,2.11,4/26/2024,In-store,Home,Full Price,Silver
622,99.09,1/1/2024,Online,Books,Full Price,Gold
13,99.34,8/13/2023,In-store,Apparel,Full Price,Silver
907,433.62,9/24/2023,In-store,Home,Full Price,Bronze
380,50.76,4/23/2024,In-store,Home,Full Price,Gold
365,40.33,3/9/2024,In-store,Books,Full Price,Silver
602,97.93,7/22/2024,Online,Books,Full Price,Gold
342,174.65,6/18/2024,Online,Groceries,Discount,Silver
860,276.1,11/24/2023,Online,Books,Full Price,Bronze
792,162.52,12/18/2023,In-store,Books,Discount,Bronze
221,55.63,11/26/2023,In-store,Books,Full Price,Gold
73,100.76,2/14/2024,Online,Apparel,Full Price,Silver
746,194,3/24/2024,Online,Home,Full Price,Silver
772,67.45,7/13/2024,Online,Home,Return,Silver
625,24.42,8/31/2023,In-store,Books,Full Price,Silver
46,18.6,12/10/2023,Online,Groceries,Full Price,Bronze
504,0.02,8/22/2023,Online,Books,Full Price,Bronze
274,126.67,7/31/2024,Online,Groceries,Full Price,Bronze
555,11.78,3/24/2024,Online,Home,Full Price,Bronze
208,27.95,7/5/2024,Online,Groceries,Full Price,Silver
929,35.36,7/30/2024,Online,Groceries,Full Price,Bronze
861,82.18,11/25/2023,Online,Electronics,Full Price,Bronze
615,50.74,12/23/2023,Online,Groceries,Discount,Bronze
124,112.29,3/16/2024,Online,Groceries,Full Price,Bronze
10,5.72,10/31/2023,In-store,Apparel,Full Price,Platinum
329,13.23,3/13/2024,Online,Home,Discount,Bronze
187,69.16,11/19/2023,Online,Books,Discount,Silver
543,41.09,9/24/2023,Online,Electronics,Full Price,Bronze
668,35.07,4/28/2024,In-store,Groceries,Full Price,Gold
60,6.94,2/10/2024,In-store,Apparel,Discount,Platinum
761,226.07,6/5/2024,Online,Apparel,Full Price,Silver
899,117.71,4/21/2024,In-store,Books,Return,Gold
886,12.97,2/14/2024,In-store,Books,Full Price,Bronze
951,6.73,5/23/2024,Online,Home,Full Price,Bronze
782,368.38,8/29/2023,In-store,Groceries,Return,Bronze
442,114.31,6/13/2024,In-store,Apparel,Return,Bronze
217,54.04,8/20/2023,Online,Electronics,Full Price,Bronze
911,120.98,7/27/2024,Online,Home,Discount,Bronze
2,141.19,1/12/2024,In-store,Groceries,Full Price,Silver
536,151.4,1/12/2024,Online,Books,Discount,Gold
718,64.99,2/4/2024,Online,Groceries,Discount,Bronze
832,56.19,6/5/2024,Online,Books,Full Price,Bronze
711,1.11,1/28/2024,In-store,Groceries,Full Price,Silver
356,261.12,5/1/2024,Online,Electronics,Full Price,Silver
626,92.46,10/14/2023,In-store,Home,Full Price,Bronze
792,22.71,12/18/2023,In-store,Books,Full Price,Bronze
667,252.08,4/11/2024,Online,Electronics,Discount,Silver
165,246.43,3/6/2024,In-store,Apparel,Full Price,Bronze
998,452.67,11/6/2023,Online,Electronics,Full Price,Gold
734,207.19,1/11/2024,Online,Electronics,Discount,Bronze
91,611.22,8/19/2023,Online,Electronics,Full Price,Bronze
167,28.06,8/9/2023,Online,Books,Full Price,Silver
959,184.67,6/6/2024,Online,Apparel,Full Price,Platinum
207,173.18,10/5/2023,In-store,Home,Full Price,Silver
282,26.26,9/20/2023,In-store,Electronics,Full Price,Bronze
65,10.36,1/29/2024,Online,Books,Discount,Bronze
888,388.35,6/8/2024,In-store,Books,Full Price,Silver
516,35.1,6/25/2024,In-store,Home,Discount,Bronze
157,204.71,1/3/2024,In-store,Groceries,Discount,Silver
761,0.41,10/13/2023,In-store,Apparel,Discount,Silver
769,2.12,11/5/2023,Online,Apparel,Full Price,Bronze
747,62.71,8/16/2023,Online,Electronics,Full Price,Bronze
306,27.27,12/25/2023,Online,Groceries,Discount,Gold
878,117.07,12/17/2023,In-store,Apparel,Full Price,Silver
982,83.37,8/9/2023,In-store,Electronics,Full Price,Gold
395,8.07,1/3/2024,Online,Groceries,Discount,Bronze
74,17.75,10/8/2023,Online,Books,Discount,Silver
187,49.11,7/31/2024,In-store,Electronics,Full Price,Bronze
574,20.53,7/9/2024,Online,Groceries,Discount,Bronze
337,157.13,10/22/2023,In-store,Home,Full Price,Silver
676,53.8,1/26/2024,Online,Apparel,Full Price,Gold
568,9.81,7/14/2024,Online,Electronics,Discount,Bronze
623,66.23,6/13/2024,In-store,Books,Discount,Gold
730,9.52,6/15/2024,Online,Electronics,Return,Silver
240,13.8,4/8/2024,Online,Apparel,Full Price,Bronze
533,27.39,6/23/2024,Online,Apparel,Discount,Gold
141,196.27,12/28/2023,Online,Groceries,Full Price,Silver
265,258.51,1/4/2024,Online,Books,Full Price,Silver
139,175.02,11/13/2023,Online,Groceries,Discount,Silver
459,40.66,1/3/2024,In-store,Books,Full Price,Silver
70,31.81,6/9/2024,In-store,Electronics,Full Price,Gold
385,79.66,10/25/2023,In-store,Electronics,Full Price,Bronze
630,127.96,8/12/2023,In-store,Groceries,Full Price,Bronze
198,501.66,9/15/2023,In-store,Home,Full Price,Gold
205,14.11,3/21/2024,Online,Apparel,Full Price,Gold
726,5.05,11/11/2023,Online,Groceries,Full Price,Bronze
568,118.53,10/11/2023,In-store,Groceries,Full Price,Bronze
799,178.51,4/12/2024,Online,Electronics,Discount,Silver
982,187.31,6/19/2024,Online,Apparel,Discount,Bronze
805,113.46,8/29/2023,Online,Groceries,Full Price,Silver
687,307.95,12/7/2023,Online,Electronics,Full Price,Bronze
859,71.54,11/28/2023,Online,Electronics,Discount,Silver
882,245.13,7/28/2024,In-store,Groceries,Full Price,Bronze
974,343.62,8/3/2023,In-store,Groceries,Full Price,Silver
640,187.83,8/18/2023,Online,Electronics,Discount,Silver
431,37.07,8/17/2023,In-store,Groceries,Full Price,Silver
890,21.84,9/24/2023,In-store,Apparel,Full Price,Bronze
325,79.43,2/10/2024,In-store,Electronics,Full Price,Bronze
442,60.33,1/21/2024,In-store,Electronics,Full Price,Bronze
804,210.18,7/29/2024,Online,Groceries,Full Price,Silver
288,10.54,10/28/2023,In-store,Groceries,Discount,Silver
226,29.81,6/6/2024,Online,Groceries,Discount,Bronze
64,139.35,11/1/2023,In-store,Apparel,Full Price,Gold
967,9.98,2/7/2024,In-store,Electronics,Return,Gold
938,38.68,4/7/2024,Online,Home,Discount,Silver
560,48.96,5/9/2024,Online,Apparel,Full Price,Bronze
714,97.44,2/24/2024,In-store,Apparel,Full Price,Gold
498,17.21,10/20/2023,In-store,Electronics,Full Price,Gold
849,197.04,5/13/2024,Online,Home,Discount,Platinum
926,59.34,5/27/2024,In-store,Electronics,Full Price,Bronze
917,248.92,1/5/2024,Online,Apparel,Discount,Platinum
60,63.09,7/22/2024,Online,Groceries,Full Price,Bronze
397,32.16,1/15/2024,Online,Electronics,Full Price,Silver
257,15.3,6/3/2024,In-store,Electronics,Full Price,Silver
577,0.38,12/11/2023,Online,Groceries,Discount,Silver
239,75.96,9/29/2023,Online,Home,Full Price,Silver
801,11.33,12/1/2023,In-store,Home,Full Price,Bronze
38,49.71,6/8/2024,Online,Electronics,Full Price,Gold
25,88.98,8/30/2023,In-store,Groceries,Discount,Silver
410,32.25,7/23/2024,In-store,Electronics,Discount,Platinum
461,19.26,4/22/2024,Online,Groceries,Full Price,Bronze
571,149.04,10/11/2023,In-store,Apparel,Return,Silver
988,293.35,1/11/2024,In-store,Groceries,Full Price,Silver
417,10.58,3/1/2024,In-store,Electronics,Full Price,Silver
357,16.91,4/13/2024,Online,Books,Full Price,Gold
383,321.92,9/14/2023,Online,Home,Full Price,Bronze
